RegionID	SizeRank	RegionName	RegionType	StateName	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
395059	36	San Jose, CA	msa	CA	414653.02452728787	501315.9102945856	496928.51865801634	510075.00475201843	558767.4305658463	663526.6092654361	710078.5497358124	711179.7119604031	631176.1748821469	529767.769112848	536723.2128105912	506393.3331176204	539295.3260948517	657963.0999644893	738606.3536431906	843249.873818935	905682.0824323002	938991.7606993333	1140057.8753234325	1135183.9882698704	1307948.863588151	1510401.6029030094	1451233.3445997986
394902	37	Nashville, TN	msa	TN	129568.4247629544	133744.4225677025	136902.7784908045	139993.44930585768	144517.07710383032	152642.04233006827	163652.40531974405	172298.34390047318	171511.93981338284	164505.07510044146	160413.73511902045	153895.53004103218	153469.03352549963	161870.3662574792	173090.90911299796	190247.2343005722	213969.288580897	239073.0384069316	260825.83848293952	274031.7908240782	342390.89408580185	422022.10787717655	423569.47312739136
395194	38	Virginia Beach, VA	msa	VA	116983.7668131258	122506.57611980212	129748.7593965055	141977.044343727	164241.7242803462	201138.62588016732	234408.27267648999	245351.74830431465	240468.11359197457	227760.4136904293	219757.49782822095	207751.1008785496	204591.35933710277	209579.73822434584	212849.33174456365	217433.7827993936	222766.5627597801	228686.01153299422	235037.44191020136	241915.94721233344	287190.3996536473	316233.6799398168	323022.13245551015
395005	39	Providence, RI	msa	RI	141991.01666132757	157850.18202081625	184072.86944130692	220686.2251217641	258680.39092314368	290619.9793522833	301836.75021191157	288591.4360197405	268082.62784538424	239049.70181681984	235389.96142057993	223951.79674806958	215254.23623646016	223087.66778056682	234054.89659587006	242956.55807692694	258946.19569836467	278529.05929932726	295948.28742480074	307529.1596352084	379349.1630875524	421062.15677311475	429082.7010365501
394714	40	Jacksonville, FL	msa	FL	110584.16784228798	118926.94173951024	128117.56534381588	138771.81435716696	153728.92521344582	176753.63952525146	207056.1525898683	212613.15969668387	194539.38605871296	167846.46634317408	152537.81121423314	134835.15259028776	129601.7192487773	140281.82454818007	154735.17995003596	163902.94507227815	177841.39925402682	192082.213687259	209167.47507160506	223196.35733066747	278387.48101806664	346010.87776450143	354111.66791596805
394862	41	Milwaukee, WI	msa	WI	138545.41731542148	146781.43732367703	156216.74072602365	168490.99314479838	183366.21413992217	199896.6542882301	210117.42358649077	211700.54345291445	204866.22364299922	190282.9476417591	187515.68061149018	170794.64620454365	165283.8731034484	171484.04423161605	180715.8316232638	186824.97893674843	198272.52951408728	210289.81830459522	222829.84435168825	235143.13260940407	277434.8272963867	294643.19916604797	302075.9311773326
394935	42	Oklahoma City, OK	msa	OK	85780.31261173228	89620.01600502197	93313.49377181765	97500.69382179742	102509.52207864464	107565.69633293575	112967.97262996946	116613.05527833068	117970.28069132524	118313.90591724265	120201.3418094581	117394.21530817432	116852.96757920645	121115.38495952537	127060.94749784854	133767.1236720909	137795.79605136285	141475.21118515835	147618.699267638	153847.4614043963	185718.7427698347	212907.661079629	220795.61770988608
395012	43	Raleigh, NC	msa	NC	164768.65090042716	169659.63901162718	172553.1719045811	175188.65079824344	179296.5622038466	185975.77283360576	197232.1769600848	208492.16956676714	209482.01589635437	201552.43252752325	198045.48782355382	189048.60710804004	186137.33605863716	194239.16165611954	206032.30078512567	219492.27976276516	236834.91666478707	253132.75308630048	268193.7359264264	282046.0070197859	346569.14225979935	423917.14902235224	422556.3893431667
394849	44	Memphis, TN	msa	TN	107257.57523443298	110097.2713446376	112130.27382901979	114236.908001184	116709.94063123279	120917.97100647917	125700.13695433333	128456.25058763335	120362.4056731487	111569.59663897747	107254.23681201784	101992.56651058416	102275.86017737334	103926.79221157865	110568.86099672607	115711.06227925843	120808.36393568486	128374.69173660084	138630.47499112136	149759.7811213878	190454.1674928961	222623.78865190453	228272.0150713726
395022	45	Richmond, VA	msa	VA	121847.19548957795	127344.17230566042	135504.05103578602	146279.33240200483	160487.5521048454	182491.96090573003	205703.9469082608	215383.98577695212	211103.1141879901	198533.09426907415	189929.74156272042	177540.2150870105	173684.60000707026	179985.8483357974	187237.23633947386	193629.8078782972	204971.79053012797	216792.16156813447	228613.08668457236	240558.30015261096	291513.0088881905	328121.67306988855	340340.95111608546
394807	46	Louisville, KY	msa	KY	106441.3190998439	113664.97143818058	118494.1160725876	122173.7089251333	124092.27527580685	128884.13325064814	133292.40289771635	135164.34494979607	134267.51386094416	132041.10947287365	130682.46249797939	125416.8319050409	125384.80734761003	128951.07943574456	135104.48489621523	141154.64693485585	149167.6630330693	159501.91386609728	168987.72552453904	180813.77572105618	216586.9623275044	237207.05063175538	241960.62347591305
394910	47	New Orleans, LA	msa	LA	108177.21084916255	116203.74078539993	122479.09341522043	129642.60022010394	137320.64999538477	145730.905991531	162279.91947686652	171044.4340067077	168388.02362525693	163587.25261881354	159980.7872246708	154711.81170370782	152348.53012494577	155547.33175600955	159169.57620169802	168215.98884934842	175040.80196975856	175871.66797746628	179635.47476928134	187777.7558446666	221122.30641963345	236061.75064649226	233252.04809483676
395053	48	Salt Lake City, UT	msa	UT	177628.59371736879	182864.14078524362	184214.13460754076	184065.16647237865	186050.39975722882	188654.9916288261	209379.40414319758	248790.67073247206	253121.7709131709	227257.48742055392	213092.75620487155	195454.27126285853	198846.29786081612	227357.9597391102	244371.51418992938	259451.2655548239	284596.1320662812	309325.5451012672	339391.70500052976	363860.8869874385	477038.42197011504	545388.9964568028	532402.9219879165
394669	49	Hartford, CT	msa	CT	155361.27801689517	167365.71105339183	181725.60376752276	201416.30319711062	221399.01540624062	245799.94272996217	264498.5983421373	267906.85462769767	257090.14623645387	242263.4419423898	235172.15058985745	223363.22709587563	215480.59527201627	218195.28094467244	221678.86528824363	223479.05274168818	227212.42506376325	233517.20403387173	238234.92181567868	240868.1139823928	277442.0327252193	306166.03427558934	317020.83291603846
394425	50	Buffalo, NY	msa	NY	88110.58500351413	89168.24177857727	92359.28670745209	96036.48967853918	102368.2752044064	107002.34675578092	112660.97006103031	116200.8903786455	118326.43311250077	119677.42418417502	121950.80835059467	121129.08768706345	120896.69842318348	124825.37028870701	130008.2689686418	134998.45914384967	142565.5237836839	151869.58391535087	163597.42734276986	172439.55986822068	211274.81932349814	233019.93180325325	236436.37164243168
394388	51	Birmingham, AL	msa	AL	101109.4869390219	105242.08841130933	109046.28583304398	113300.07655090872	118734.23147862463	125884.96549683243	134047.15349413178	139175.5396183267	135743.17257653314	126908.7306574319	123460.84201505994	117955.8732009766	117036.72804723604	124181.75358944018	130176.64908266101	134493.36816938137	140200.52860959762	145635.7232667183	153035.16879935088	163689.57899280268	202779.98803641438	231563.0985214023	237485.0799303905
395031	52	Rochester, NY	msa	NY	100343.81165156853	104338.92170169251	108453.5235573089	113316.52414051043	119058.3355237719	122925.59422389606	127147.95977303972	129655.6057226162	130821.40631861995	128648.09158603223	129690.47295057477	126496.64773983716	124849.03152403563	127233.45059082494	130253.83612623437	133634.14175222447	142529.78158202046	149206.9732360826	150490.79448795452	158300.34444862715	193298.2695455765	213164.67430829685	219663.8919664593
394640	53	Grand Rapids, MI	msa	MI	115270.40638583958	119147.27081120333	124483.35897057415	128543.66132347542	134423.03487022992	138729.84443709502	140240.6894049625	137548.31034894145	131403.7432312841	122604.41126572696	118722.06206178949	113126.2259082658	115610.11576059362	126799.10955795534	139049.45591648787	149627.80672404182	164563.60106903713	181302.38379572963	196266.0354080058	210296.06585875226	261314.35303454837	296526.7432602499	302041.1009981359
395167	54	Tucson, AZ	msa	AZ	118862.98421267909	124770.39265873462	132566.66436257277	142744.33043139952	156606.5559467439	195505.4584830695	227981.82584660823	225554.9392956174	201274.6072847174	175555.14594923018	160927.6747597497	141777.64458885675	140398.37124161815	156114.53586719642	165993.540698225	171269.6810977946	178834.2537343549	190503.84986683857	200679.4882168184	215533.76283405046	280657.39809609205	330004.25260298204	331157.0472379763
753924	55	Urban Honolulu, HI	msa	HI	222371.94016087046	231409.70341719678	247199.1336691629	281771.6172960683	337596.6180028774	417561.38647785777	494418.36097316275	507885.8227799949	502028.9110869257	455098.3817788582	449739.49013973546	456950.31410582876	453653.8183300718	478530.7141393164	521157.560422818	556375.3713666719	589104.7586419209	635418.1869768199	669890.9806924247	676712.0755413267	766700.1487743255	887196.141505641	873997.0687984078
395169	56	Tulsa, OK	msa	OK	92314.54427143805	97106.86152805772	100664.34249565545	103215.02152516395	105379.02665529055	108007.06072394433	111691.43583438503	114389.0186769844	115616.52532478282	114889.32189434204	115602.688652464	110902.89745863706	109823.36440168218	112939.50434145417	116516.59139582532	121844.46750413101	125829.29083495199	133045.60722859224	136467.46398098828	142495.8365654531	181269.31485470667	207331.79797371372	215363.50428917224
394619	57	Fresno, CA	msa	CA	108773.55463321767	115178.66019931377	130113.01212837773	157761.16002176094	196660.38696381488	250698.74823306015	290308.0534431967	278692.6641375693	225003.80835681155	171445.10878239316	161731.99330883284	143223.37423224215	143114.63209245895	164138.74667376518	185908.2668755386	198363.77148814476	213452.10825685808	230814.9393618574	252512.04987862814	266160.49974324944	327553.71081532777	376576.02695344365	374364.3548123127
395238	58	Worcester, MA	msa	MA	163701.57301506048	188340.37164490516	214585.40943737488	244235.76455313186	271667.6365613138	296466.7738018971	301230.5961142233	286280.0190769912	262256.2712016148	239730.36105735236	237796.53630826646	223625.86240788831	207491.1855142709	211531.8851124708	222282.87207190425	231170.3054892601	244899.66049715117	262806.03146688995	280666.1871294311	291247.7335166398	357597.672933273	393419.27333560557	402245.9824760359
394938	59	Omaha, NE	msa	NE	118269.5340498889	121422.37342939746	125411.2719739849	130878.51905188418	137755.42737339868	143190.7107881721	148374.09002388397	149998.8527726938	144551.97128287746	141975.56017087775	144348.11885468394	137692.4664014978	136870.14435497904	141755.60575103134	147080.04540723233	154109.5879089993	163699.3189488138	173406.6874253508	184863.12527214733	196147.62248913312	239717.55724624824	264564.4377397434	271524.4499489278
394415	60	Bridgeport, CT	msa	CT	256043.11705595857	285047.72545097105	316835.1067236936	358822.29670592654	400913.05860899325	451432.74218931637	475679.51601856883	463089.12982344395	440731.2535459934	398060.08008891135	379329.57906088413	357602.40054397867	351740.77793198574	362603.1881462	377770.28891887615	384856.46939363726	390510.6198524148	400257.63203048264	405592.30801874824	406138.2259283291	482532.94040248677	536154.7273036443	547105.758571877
394653	61	Greenville, SC	msa	SC	105350.56375343812	108111.2217199556	110626.94391467578	112815.9182975251	114985.49584526721	118342.79863499316	123989.93970839579	128937.88059072377	130033.67675179163	127707.02128846927	124665.89425221937	120456.20618208945	119947.19113205728	124079.35527466222	131116.03918745564	138687.89308065557	148774.11649573132	158570.3552720182	170425.58406952754	179542.910099173	220035.26328772877	258595.9720962405	269111.7361028258
394312	62	Albuquerque, NM	msa	NM			135412.8311936992	138350.12771484637	145067.90066374422	155004.0065627735	176970.5021043624	192596.10837998157	190454.84389004786	178693.59985208744	173578.33372692458	163744.79022989716	159115.06937359108	162083.55087973687	165145.2032132505	169556.50972468627	177262.1843482859	183442.7946586952	191588.51122006893	204522.08677078946	262090.85547571737	302587.6886822049	308140.2151339853
394357	63	Bakersfield, CA	msa	CA	96040.76672865312	100081.92146086431	108525.93987258036	125179.52009317592	155242.91064170215	210179.41158217288	256003.7732258044	255226.54965809188	199129.30044331262	142657.10886773546	132071.40002248008	122039.13431608323	124864.32470801327	147322.2460713643	169454.68358142595	181972.7800958455	193063.41858739968	202602.91401143177	216152.67334573445	228073.06977310684	284194.54016611545	329521.50587750087	329658.15843982116
394308	64	Albany, NY	msa	NY	113872.5760275954	118438.62229007688	125952.23580248468	138392.34238013733	156142.97724589318	177393.88288010625	196893.1534580565	206531.4574734601	205593.4363011147	199991.54914244416	199476.3768399232	192937.43489334814	189449.9484647921	191983.31349667234	193851.34200453557	195997.46439461072	201300.4539062466	208511.01464764352	219321.73673863095	227919.6160892987	264834.1228285913	286825.48774857126	293990.2412759393
394753	65	Knoxville, TN	msa	TN	96389.76713882571	99897.46583410997	103045.61321660304	106978.80840032095	112808.181112156	121744.47288113559	132451.78326655764	140118.0041011159	139224.94254909645	135209.50829916485	132856.4722011249	129576.22108011709	128968.0299269803	131991.99698950024	137405.67395027573	142944.6440327709	150446.8349984583	159432.8620032911	170714.1946982908	182602.32194196052	237958.45340996876	285850.26402535354	296503.67016754043
394367	66	Baton Rouge, LA	msa	LA			121090.87676454878	120467.84406321903	123473.4581947527	132290.80421228072	148809.87976858518	159661.19595535335	161843.41447872572	159132.92588407506	158226.41216264616	150271.9848268942	146076.14766229302	147832.97002363778	151638.0625512385	159461.45391110439	165073.17697833068	164193.17919805652	172600.70875730543	176249.12906477312	195970.86414707534	212105.74795426338	214186.16678672083
394843	67	McAllen, TX	msa	TX								74020.23762702626	74194.41686607462	73805.71736594169	79031.16873924716	79879.28301924847	78436.71088154882	80179.51660912171	84506.15765821037	89880.90598180925	95836.72944404023	99511.3220974246	104474.15812921006	109301.98767776335	138069.26924168653	161391.62051910002	169346.7867224646
394908	68	New Haven, CT	msa	CT	150991.7875037913	164590.00550926055	183494.06908706806	206491.26628503643	233366.69395903565	264969.74047619797	290586.0606023832	289781.0104214082	268665.36710120493	247538.9450803149	238794.44520566045	224526.0854763306	211596.76406252524	211173.62918807045	214691.40335853465	214255.0242203801	216223.03927345097	220995.9267898556	227491.6344690173	234013.32641324142	284830.9245665025	316413.03663063305	326103.1922603966
