_id	costavg_2001	costavg_2002	costavg_2003	costavg_2004	costavg_2005	costavg_2006	costavg_2007	costavg_2008	costavg_2009	costavg_2010	costavg_2011	costavg_2012	costavg_2013	costavg_2014	costavg_2015	costavg_2016	costavg_2017	costavg_2018	costavg_2019	costavg_2020	costavg_2021	costavg_2022	populationrank	hlocation	us_state
394310	0	0	0	0	0	0	0	0	0	0	0	80492	81974	85975	88835	96080	103246	108047	116821	142660	157777	162435	814	Albert Lea, MN	MN
395093	0	0	0	0	0	0	0	0	0	0	0	207864	218502	224241	243605	250896	254533	267256	283654	341842	386255	395168	815	Sheridan, WY	WY
395176	63599	65221	66601	64343	66026	67095	68490	68251	65745	63184	61264	61550	62795	66670	68302	71757	74655	76546	81551	96719	113633	119303	816	Union City, TN	TN
394855	35498	36611	37898	39204	41009	43012	45195	49885	53908	52907	49560	50728	54964	56113	55348	54912	61622	67136	67682	90782	103479	106849	817	Miami, OK	OK
394708	0	0	0	0	0	0	0	0	0	67964	63252	64800	66040	70599	75509	76696	81187	91333	97016	115335	122646	127386	818	Iron Mountain, MI	MI
394725	68517	71607	73910	76958	80814	85572	89726	89503	85605	81130	76782	75699	79383	82828	87966	89712	91145	98484	106223	133182	153185	157708	819	Jesup, GA	GA
394846	0	0	0	0	0	0	0	0	0	0	0	0	0	108580	114097	118590	121611	127321	136224	171877	184878	189552	820	McPherson, KS	KS
394751	0	0	0	0	0	0	0	0	0	0	0	72175	77417	82692	102276	108740	112014	114253	119502	145916	155202	156687	821	Kirksville, MO	MO
753901	92660	98616	102605	109258	112410	111037	107955	102109	94514	86878	83986	88647	94479	101413	107701	116894	121293	122077	121482	164146	188087	192973	822	Ludington, MI	MI
394356	85040	87497	89929	93425	86401	90570	94145	93888	89428	83218	77049	76930	78121	81681	83165	83651	81836	84552	90889	113336	132280	138798	823	Bainbridge, GA	GA
394320	55159	57645	60031	62494	64888	63863	61298	60931	70519	70187	68889	68809	80648	82667	80279	83437	84532	93613	96004	111844	125737	133836	824	Alpena, MI	MI
395206	86490	89576	92478	96151	100090	101032	100712	99950	97134	93996	91097	92058	92751	97488	99646	105855	113861	121964	129830	163742	180547	183671	825	Washington Court House, OH	OH
394673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131803	130280	131652	137778	184143	202275	207375	826	Hays, KS	KS
394606	0	0	0	0	0	0	0	0	0	0	0	119771	124292	134816	148855	164437	186099	208789	227732	285110	326203	326929	827	Fort Morgan, CO	CO
395185	69669	71795	73482	75368	76239	74980	75286	76043	76692	77032	76266	77147	77768	77919	80440	87580	92075	97100	102154	127085	141979	145091	828	Van Wert, OH	OH
394740	0	0	0	0	0	0	0	0	50433	49133	48102	48708	49417	50712	49799	53169	55664	57192	59353	67329	67939	67231	830	Kennett, MO	MO
753926	67473	70048	72296	74604	77506	81423	85182	83696	79585	75598	72216	74760	80410	87776	95680	99399	97647	100803	105645	131452	139607	144939	831	Weatherford, OK	OK
394892	0	0	0	0	0	147706	152289	152115	141916	129015	117757	117532	118255	122568	125958	133775	144944	162250	182785	284811	325638	323099	832	Mountain Home, ID	ID
394864	0	0	0	0	0	0	0	0	87183	85919	84456	86012	91349	99346	102286	105652	110161	118670	130417	177470	212628	220784	833	Mineral Wells, TX	TX
394795	0	0	0	0	0	0	0	0	0	0	0	0	0	74921	76662	78965	76930	79745	85884	95473	97781	100338	834	Lincoln, IL	IL
395100	0	0	0	0	0	0	0	0	0	0	0	115320	119033	124655	123974	123833	130085	134698	134605	154972	171796	180482	835	Silver City, NM	NM
753879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102871	105906	111664	106498	118143	130679	131834	836	Elkins, WV	WV
394812	60802	63546	65714	69865	75046	78634	79534	77638	73565	70987	68893	69190	68125	67391	69380	69718	66957	64432	66556	74644	78639	81032	838	Macomb, IL	IL
394435	35449	36004	37164	38932	42081	44087	43712	42670	41093	39780	39700	41122	42090	43482	45297	48604	50165	52622	54204	66379	69578	73110	839	Camden, AR	AR
394508	0	0	0	0	0	0	277652	230837	195907	191151	180888	181044	186692	196692	204772	221509	241059	265419	269614	316050	345790	337039	840	Crescent City, CA	CA
394921	87666	89163	90086	92313	96115	98650	99858	100064	98201	96092	94572	95429	96210	98428	102965	107804	109881	116342	123532	156632	178743	182942	841	North Vernon, IN	IN
395154	53737	56159	57967	60058	60914	63711	65750	65655	61936	57253	53286	52933	54838	58121	59984	63920	65300	72020	81100	113706	139988	149292	843	Thomaston, GA	GA
394642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115669	105365	114353	118606	148148	170003	165523	845	Grants, NM	NM
394381	0	0	0	0	0	0	0	0	0	0	0	0	0	33748	39108	43276	43115	50592	47612	52136	59760	64509	846	Bennettsville, SC	SC
394615	0	0	0	0	0	0	0	0	202754	200219	198114	202114	211559	225778	241754	266442	298142	331626	333089	429743	518462	520337	847	Fredericksburg, TX	TX
395159	65022	68478	71155	73912	76836	80117	82452	81476	77557	72573	67291	66514	71921	76467	78320	82337	87613	98739	111817	153401	187025	190386	848	Toccoa, GA	GA
753923	0	0	0	0	0	0	0	0	179193	166355	153464	149206	151215	160625	169337	185185	205871	233322	256348	334196	377043	370918	849	The Dalles, OR	OR
394649	0	0	0	0	0	0	0	0	0	0	0	107448	110423	114589	119378	125194	131310	136853	145670	182807	207772	208976	850	Greensburg, IN	IN
394706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71536	71957	72648	74348	91633	88974	86860	851	Indianola, MS	MS
394758	0	0	0	0	0	0	0	0	155984	148048	140745	140538	147141	153175	157752	167034	175888	185859	194537	245502	281394	282205	852	La Grande, OR	OR
753909	0	0	0	0	73244	75610	78766	78811	78471	77268	75895	78128	82994	88462	96784	106508	113632	121082	128936	179913	202983	207354	854	Ottawa, KS	KS
394912	0	0	0	0	0	0	0	0	0	0	0	115742	119419	124174	126343	132183	134877	141559	148575	169272	185965	188989	855	New Ulm, MN	MN
394791	0	0	0	0	0	0	0	79347	80251	80783	81076	83576	89158	95026	102432	109127	114432	119625	125777	147036	166711	170075	856	Lexington, NE	NE
394643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56510	55593	56309	57046	84807	95043	97747	857	Great Bend, KS	KS
395110	0	0	0	0	0	0	0	0	0	0	0	174664	185877	192454	202566	212841	222813	232745	244660	301455	354190	357060	858	Spearfish, SD	SD
395214	66345	72230	77925	89719	109089	125972	123595	106022	89880	83806	81570	78031	77757	80676	86230	95753	102967	114019	122353	159344	193756	199329	859	Wauchula, FL	FL
394830	0	0	0	0	0	0	0	0	0	0	124038	127492	129707	134473	139258	145295	146639	149251	149715	167165	181790	185129	860	Marshall, MN	MN
394529	0	0	0	0	0	0	0	0	0	0	0	109836	93705	95122	87491	83100	82904	88613	92034	108210	116554	118699	861	Deming, NM	NM
394854	0	0	0	74741	77704	79680	80869	80280	78422	76485	74149	74003	73327	72789	75270	77295	78644	83914	91340	113363	125794	131818	862	Mexico, MO	MO
394584	0	0	0	0	0	0	0	0	158298	137115	121000	120216	132892	146689	160613	177049	196748	220430	240902	314214	358071	345267	863	Fallon, NV	NV
394322	41213	42311	43182	44306	46160	47587	49602	51490	51229	50940	50945	52712	55201	55822	56820	59918	58902	59779	65013	81474	92278	92054	864	Altus, OK	OK
395181	0	0	0	0	0	0	0	0	84166	82127	81564	82269	85785	95458	106044	113351	114459	115233	118585	140623	151578	156746	865	Uvalde, TX	TX
753884	0	0	0	0	0	0	0	0	368402	332695	296178	288116	310507	350319	375862	399919	426301	465026	485546	698716	885260	852298	866	Hailey, ID	ID
753921	210807	222214	228102	236916	249865	271109	289934	326221	325506	316715	306007	310165	334051	353484	375115	412794	450791	483844	522769	732548	941929	941788	867	Steamboat Springs, CO	CO
395138	50967	53549	55201	57440	60091	61863	63386	62233	58323	54119	50620	50706	52694	57569	60255	63179	63126	66996	76312	103806	123018	129474	868	Summerville, GA	GA
394869	0	0	0	0	0	0	0	0	0	0	0	69583	71183	75234	76136	78784	85773	90007	96151	119275	134068	137678	869	Moberly, MO	MO
394858	0	0	0	0	0	0	0	0	51762	50152	49647	51551	52430	51179	51152	52266	50227	53124	53612	59356	61639	66459	870	Middlesborough, KY	KY
395236	55609	57926	60519	63623	67286	70702	74751	72950	74038	72865	71478	74931	84075	89174	94748	92531	89551	91155	95300	109173	112889	115542	871	Woodward, OK	OK
395004	81706	85770	90071	99160	116766	138052	148091	144378	131444	120453	111572	110979	131070	151624	167185	191163	220137	247850	266467	358732	421890	412077	872	Prineville, OR	OR
394687	176436	185888	196992	218243	260230	305693	325982	318514	292000	272824	261575	260440	276997	294562	315274	342957	384378	422116	441484	562029	638583	637595	875	Hood River, OR	OR
394601	35638	36262	37605	39417	41839	44243	45242	44773	43574	42072	41024	42125	42198	41138	41452	44338	46497	49219	53156	57230	57569	58891	876	Forrest City, AR	AR
394494	0	0	0	0	0	0	0	0	0	67532	67125	67812	70347	77653	75798	72901	74008	81455	87853	109621	125107	130921	877	Connersville, IN	IN
394868	0	0	0	0	0	0	0	0	0	0	0	0	0	130205	131840	137183	151694	156486	160729	188200	215013	221651	878	Mitchell, SD	SD
394831	0	0	0	0	0	0	0	0	0	0	0	58184	63388	72160	76036	79310	79617	83075	84263	94991	100700	134904	879	Marshall, MO	MO
394418	137787	146001	156197	176754	217066	258878	275075	266530	239676	219532	205073	200882	206502	215765	229547	249792	271926	289612	311574	392533	447012	444435	880	Brookings, OR	OR
395241	0	0	0	0	0	0	0	0	129385	129049	129122	132722	138910	146950	157592	166404	171285	179605	182183	206191	230793	237297	881	Yankton, SD	SD
395198	0	0	0	0	0	0	0	0	63174	63829	67923	76325	84534	94620	102461	113888	119462	126874	134970	158870	178673	181353	882	Wahpeton, ND	ND
394818	50852	50949	52201	54285	57456	60814	62614	62099	60960	59414	58016	62026	64331	63801	65714	75107	79393	86271	84957	100124	100855	96928	883	Magnolia, AR	AR
394564	79539	82085	84538	87821	90490	93691	98923	97359	96537	91918	89152	90542	97862	104843	113598	109017	105074	103911	102139	111225	120599	124324	884	Elk City, OK	OK
394793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106153	106261	107166	110858	127576	138292	140998	885	Liberal, KS	KS
395239	0	0	0	0	0	0	0	0	0	0	0	0	94697	99106	106569	115463	122898	126157	131081	160231	179659	187725	885	Worthington, MN	MN
394945	0	0	0	0	0	0	0	0	66987	66382	66096	68498	72056	76086	80610	92525	98759	108047	113478	135336	153138	155819	887	Oskaloosa, IA	IA
394959	0	0	0	0	0	0	0	0	48873	48591	48346	50288	51188	54055	57708	57944	54830	53060	56514	63039	66797	67460	888	Pampa, TX	TX
394470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42912	41389	42642	45569	65672	61567	58908	889	Clarksdale, MS	MS
395130	93994	96121	96658	98877	102779	105145	106104	106232	104608	102090	98264	99161	102794	108195	116195	127603	136325	148887	160761	211025	243599	246774	890	Sterling, CO	CO
394371	0	0	0	0	0	77892	79084	80387	81456	79924	79120	81782	85238	88476	92804	97454	105540	116510	121090	142198	160185	163972	891	Beatrice, NE	NE
394718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163071	161520	161066	159064	172365	183825	185239	892	Jamestown, ND	ND
394784	0	0	0	0	0	0	0	0	83315	82893	81824	83175	86315	89032	92894	96679	99619	104356	112032	127642	132581	132608	893	Levelland, TX	TX
394656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84408	84018	85444	93697	114289	120316	116741	894	Grenada, MS	MS
394837	0	0	0	0	0	0	0	0	0	0	0	61637	68104	70275	71591	82442	90135	94035	102048	143495	169123	178820	895	Maryville, MO	MO
394337	63082	64836	67175	70240	75010	79506	81780	82496	76909	74355	73890	74046	73536	72509	74607	79158	80833	84102	87069	103764	113867	119954	896	Arkadelphia, AR	AR
394544	0	0	0	0	0	0	0	0	0	0	0	79921	95030	98704	98735	102934	110471	125049	124922	137524	144994	148042	897	Dumas, TX	TX
394659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103632	103677	106002	107720	127654	146674	150559	898	Guymon, OK	OK
394403	0	0	0	0	0	0	0	0	55455	54481	53531	53737	51582	53511	54580	58120	57571	59703	63504	72186	76461	78011	899	Borger, TX	TX
394979	0	0	0	0	0	0	0	0	147384	146487	147624	150641	161043	171270	177607	185626	193317	197250	204276	233605	264158	270726	900	Pierre, SD	SD
394700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118411	124407	128697	133255	159736	181943	184103	901	Huron, SD	SD
395135	66394	68845	70680	73478	77699	78264	80382	81323	81172	81901	82472	83280	86562	94369	100777	106140	110260	115670	124264	143347	162393	167741	903	Storm Lake, IA	IA
394498	60393	62141	64448	67408	70882	74479	77431	77659	73730	69036	65046	64360	66575	68339	68750	71079	73204	76801	79749	97859	116288	120014	905	Cordele, GA	GA
394578	0	0	0	0	0	0	0	0	152226	151173	152407	158723	166104	167810	172515	177296	181608	186340	191324	232194	274862	287729	906	Evanston, WY	WY
395014	0	0	0	0	0	0	0	0	0	0	0	30036	30834	32151	33516	36125	37447	41669	45528	56939	56228	59706	907	Raymondville, TX	TX
753914	0	0	0	0	0	0	0	0	105763	103672	103454	102979	106205	113813	120409	125026	129126	134747	144308	165577	180831	183812	908	Port Lavaca, TX	TX
753908	0	0	0	0	0	0	0	0	149395	142852	136385	135929	138457	138831	143717	150619	160306	173971	186875	244984	279979	284046	909	Othello, WA	WA
753925	362399	412420	458303	518664	577631	592457	577021	558907	543218	538580	536115	542314	565408	594416	616596	667276	718629	779738	833680	1081680	1329915	1378792	910	Vineyard Haven, MA	MA
394965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42030	35995	37250	39054	64912	72720	75385	911	Parsons, KS	KS
395003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126582	130344	133580	145897	184234	224145	235280	912	Price, UT	UT
394996	0	0	0	0	0	0	0	0	99532	99797	97888	98167	96015	100488	108376	96123	93118	97865	102755	122895	126869	127630	915	Portales, NM	NM
394805	0	0	0	0	0	0	0	0	308749	288621	268455	257796	254869	248691	246717	255409	279908	314750	338989	439557	472273	477838	916	Los Alamos, NM	NM
394678	0	0	0	0	0	0	0	0	0	0	0	63448	64216	71790	72931	74225	76694	83263	91327	122911	131704	134943	918	Hereford, TX	TX
394330	0	0	0	0	0	0	0	0	102082	103523	104284	109574	120675	128131	138829	148037	150789	154381	168609	195510	201056	197498	920	Andrews, TX	TX
395112	0	0	0	0	0	0	0	0	167231	166561	169576	170915	198189	225429	226386	233839	235499	245094	258179	293720	335091	335923	922	Spirit Lake, IA	IA
394594	51853	53895	55184	56797	60612	63116	65481	65034	61790	58655	55228	53259	55291	54887	53429	55379	55443	59430	62560	80683	101470	103915	923	Fitzgerald, GA	GA
753927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172720	180635	188516	196313	207495	259930	290236	284261	924	Winnemucca, NV	NV
394841	0	0	0	0	0	0	0	0	0	68232	67180	67675	67771	68922	75018	75829	76755	82180	89615	111544	129123	136410	925	Maysville, KY	KY
395104	0	0	0	0	0	0	0	0	70964	70518	70545	71918	73794	79760	85145	87528	84856	85926	89621	100513	103426	100982	926	Snyder, TX	TX
394676	0	0	0	0	0	0	0	0	0	0	0	0	19629	19325	20250	22215	24193	26065	28200	32306	32453	31667	927	Helena, AR	AR
395111	0	0	0	0	0	0	0	0	92567	91354	91512	93467	98099	100306	102701	108863	113541	118038	124018	143710	161961	164464	928	Spencer, IA	IA
394342	0	0	0	0	0	0	0	0	0	0	0	45891	49168	49603	48991	53290	55145	57167	61687	108800	128743	136506	929	Atchison, KS	KS
753880	0	0	0	0	0	0	0	0	75145	74747	75009	78374	87015	93040	96239	105182	108007	115004	119025	137953	158523	161226	930	Fairfield, IA	IA
395186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149323	156083	167071	173759	202902	226980	235811	932	Vermillion, SD	SD
395142	0	0	0	0	0	0	0	0	50390	49501	48903	49658	52327	57735	62201	64640	63965	64179	68589	78062	80263	82790	933	Sweetwater, TX	TX
394968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74641	74284	81230	94485	120502	113339	103771	934	Pecos, TX	TX
753929	0	0	0	0	0	0	0	0	60552	61051	60022	64517	65726	68850	72985	73653	76509	77545	79646	89966	89914	90552	935	Zapata, TX	TX
394743	0	0	0	0	212527	225428	233162	231927	230360	228927	226798	231333	240752	248843	262962	273223	282087	298667	320802	365316	386533	391142	936	Ketchikan, AK	AK
753874	109420	115671	120021	126455	138557	148398	156609	160849	159756	157945	155655	158237	160158	158048	158656	160779	164223	171466	182075	219773	255081	270225	937	Craig, CO	CO
395188	0	0	0	0	0	0	0	0	48230	47565	47145	47291	45253	47107	47046	47142	47363	49964	53067	61818	68803	72056	938	Vernon, TX	TX
394767	0	0	0	0	0	0	0	0	0	0	40311	40874	41825	45390	48847	52465	52276	54140	57039	72124	66414	68208	939	Lamesa, TX	TX
