_id	fema_string	disasternumber	state_code	incident_category	incident_description	incident_date	fips_state	fips_county	county_name
6443ad7adaa2a85b355379c8	DR-4693-NH	4693	NH	Severe Storm	SEVERE STORM AND FLOODING	2022-12-22T00:00:00.000Z	33	001	Belknap (County)
6443ad7adaa2a85b355379c9	DR-4693-NH	4693	NH	Severe Storm	SEVERE STORM AND FLOODING	2022-12-22T00:00:00.000Z	33	003	Carroll (County)
6443ad7adaa2a85b355379ca	DR-4693-NH	4693	NH	Severe Storm	SEVERE STORM AND FLOODING	2022-12-22T00:00:00.000Z	33	007	Coos (County)
6443ad7adaa2a85b355379cb	DR-4693-NH	4693	NH	Severe Storm	SEVERE STORM AND FLOODING	2022-12-22T00:00:00.000Z	33	009	Grafton (County)
6443ad7adaa2a85b355379cc	DR-4690-OK	4690	OK	Severe Storm	SEVERE WINTER STORM	2022-12-21T00:00:00.000Z	40	000	Creek (OTSA)
6443ad7adaa2a85b355379cd	DR-4685-GA	4685	GA	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	13	081	Crisp (County)
6443ad7adaa2a85b355379ce	DR-4685-GA	4685	GA	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	13	231	Pike (County)
6443ad7adaa2a85b355379cf	DR-4685-GA	4685	GA	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	13	035	Butts (County)
6443ad7adaa2a85b355379d0	DR-4685-GA	4685	GA	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	13	151	Henry (County)
6443ad7adaa2a85b355379d1	DR-4685-GA	4685	GA	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	13	159	Jasper (County)
6443ad7adaa2a85b355379d2	DR-4685-GA	4685	GA	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	13	199	Meriwether (County)
6443ad7adaa2a85b355379d3	DR-4685-GA	4685	GA	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	13	217	Newton (County)
6443ad7adaa2a85b355379d4	DR-4685-GA	4685	GA	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	13	255	Spalding (County)
6443ad7adaa2a85b355379d5	DR-4685-GA	4685	GA	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	13	285	Troup (County)
6443ad7adaa2a85b355379d6	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	005	Barbour (County)
6443ad7adaa2a85b355379d7	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	017	Chambers (County)
6443ad7adaa2a85b355379d8	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	035	Conecuh (County)
6443ad7adaa2a85b355379d9	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	097	Mobile (County)
6443ad7adaa2a85b355379da	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	103	Morgan (County)
6443ad7adaa2a85b355379db	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	001	Autauga (County)
6443ad7adaa2a85b355379dc	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	037	Coosa (County)
6443ad7adaa2a85b355379dd	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	047	Dallas (County)
6443ad7adaa2a85b355379de	DR-4695-VT	4695	VT	Severe Storm	SEVERE STORM AND FLOODING	2022-12-22T00:00:00.000Z	50	007	Chittenden (County)
6443ad7adaa2a85b355379df	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	051	Elmore (County)
6443ad7adaa2a85b355379e0	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	063	Greene (County)
6443ad7adaa2a85b355379e1	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	065	Hale (County)
6443ad7adaa2a85b355379e2	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	119	Sumter (County)
6443ad7adaa2a85b355379e3	DR-4684-AL	4684	AL	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES	2023-01-12T00:00:00.000Z	01	123	Tallapoosa (County)
6443ad7adaa2a85b355379e4	DR-4682-WA	4682	WA	Severe Storm	SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES	2022-11-03T00:00:00.000Z	53	009	Clallam (County)
6443ad7adaa2a85b355379e5	DR-4682-WA	4682	WA	Severe Storm	SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES	2022-11-03T00:00:00.000Z	53	029	Island (County)
6443ad7adaa2a85b355379e6	DR-4682-WA	4682	WA	Severe Storm	SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES	2022-11-03T00:00:00.000Z	53	031	Jefferson (County)
6443ad7adaa2a85b355379e7	DR-4682-WA	4682	WA	Severe Storm	SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES	2022-11-03T00:00:00.000Z	53	041	Lewis (County)
6443ad7adaa2a85b355379e8	DR-4682-WA	4682	WA	Severe Storm	SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES	2022-11-03T00:00:00.000Z	53	047	Okanogan (County)
6443ad7adaa2a85b355379e9	DR-4682-WA	4682	WA	Severe Storm	SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES	2022-11-03T00:00:00.000Z	53	057	Skagit (County)
6443ad7adaa2a85b355379ea	DR-4682-WA	4682	WA	Severe Storm	SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES	2022-11-03T00:00:00.000Z	53	059	Skamania (County)
6443ad7adaa2a85b355379eb	DR-4682-WA	4682	WA	Severe Storm	SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES	2022-11-03T00:00:00.000Z	53	061	Snohomish (County)
6443ad7adaa2a85b355379ec	DR-4682-WA	4682	WA	Severe Storm	SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES	2022-11-03T00:00:00.000Z	53	069	Wahkiakum (County)
6443ad7adaa2a85b355379ed	DR-4679-WV	4679	WV	Severe Storm	SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES	2022-08-14T00:00:00.000Z	54	019	Fayette (County)
6443ad7adaa2a85b355379ee	DR-4674-VA	4674	VA	Severe Storm	FLOODING AND MUDSLIDES	2022-07-13T00:00:00.000Z	51	027	Buchanan (County)
6443ad7adaa2a85b355379ef	DR-4674-VA	4674	VA	Severe Storm	FLOODING AND MUDSLIDES	2022-07-13T00:00:00.000Z	51	185	Tazewell (County)
6443ad7adaa2a85b355379f0	DR-4672-AK	4672	AK	Severe Storm	SEVERE STORM, FLOODING, AND LANDSLIDES	2022-09-15T00:00:00.000Z	02	016	Pribilof Island Regional Educational Attendance Area
6443ad7adaa2a85b355379f1	DR-4672-AK	4672	AK	Severe Storm	SEVERE STORM, FLOODING, AND LANDSLIDES	2022-09-15T00:00:00.000Z	02	050	Lower Kuskokwim Regional Educational Attendance Area
6443ad7adaa2a85b355379f2	DR-4672-AK	4672	AK	Severe Storm	SEVERE STORM, FLOODING, AND LANDSLIDES	2022-09-15T00:00:00.000Z	02	050	Lower Yukon Regional Educational Attendance Area
6443ad7adaa2a85b355379f3	DR-4672-AK	4672	AK	Severe Storm	SEVERE STORM, FLOODING, AND LANDSLIDES	2022-09-15T00:00:00.000Z	02	180	Bering Strait Regional Educational Attendance Area
6443ad7adaa2a85b355379f4	DR-4672-AK	4672	AK	Severe Storm	SEVERE STORM, FLOODING, AND LANDSLIDES	2022-09-15T00:00:00.000Z	02	270	Kashunamiut Regional Educational Attendance Area
6443ad7adaa2a85b355379f5	DR-4670-OK	4670	OK	Severe Storm	SEVERE STORMS, TORNADOES, AND FLOODING	2022-05-02T00:00:00.000Z	40	000	Creek (OTSA)
6443ad7adaa2a85b355379f6	DR-4669-AS	4669	AS	Severe Storm	HIGH SURF, HIGH WINDS, AND FLOODING	2022-07-12T00:00:00.000Z	60	000	Statewide
6443ad7adaa2a85b355379f7	DR-4668-AZ	4668	AZ	Severe Storm	SEVERE STORMS	2022-07-17T00:00:00.000Z	04	000	Salt River Pima-Maricopa Indian Community
6443ad7adaa2a85b355379f8	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	001	Aitkin (County)
6443ad7adaa2a85b355379f9	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	011	Big Stone (County)
6443ad7adaa2a85b355379fa	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	021	Cass (County)
6443ad7adaa2a85b355379fb	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	023	Chippewa (County)
6443ad7adaa2a85b355379fc	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	035	Crow Wing (County)
6443ad7adaa2a85b355379fd	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	041	Douglas (County)
6443ad7adaa2a85b355379fe	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	051	Grant (County)
6443ad7adaa2a85b355379ff	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	061	Itasca (County)
6443ad7adaa2a85b35537a00	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	065	Kanabec (County)
6443ad7adaa2a85b35537a01	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	067	Kandiyohi (County)
6443ad7adaa2a85b35537a02	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	073	Lac qui Parle (County)
6443ad7adaa2a85b35537a03	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	083	Lyon (County)
6443ad7adaa2a85b35537a04	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	105	Nobles (County)
6443ad7adaa2a85b35537a05	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	115	Pine (County)
6443ad7adaa2a85b35537a06	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	121	Pope (County)
6443ad7adaa2a85b35537a07	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	129	Renville (County)
6443ad7adaa2a85b35537a08	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	133	Rock (County)
6443ad7adaa2a85b35537a09	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	149	Stevens (County)
6443ad7adaa2a85b35537a0a	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	151	Swift (County)
6443ad7adaa2a85b35537a0b	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	153	Todd (County)
6443ad7adaa2a85b35537a0c	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	155	Traverse (County)
6443ad7adaa2a85b35537a0d	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	159	Wadena (County)
6443ad7adaa2a85b35537a0e	DR-4666-MN	4666	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-29T00:00:00.000Z	27	173	Yellow Medicine (County)
6443ad7adaa2a85b35537a0f	DR-4664-SD	4664	SD	Severe Storm	SEVERE STORM, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-06-11T00:00:00.000Z	46	019	Butte (County)
6443ad7adaa2a85b35537a10	DR-4664-SD	4664	SD	Severe Storm	SEVERE STORM, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-06-11T00:00:00.000Z	46	055	Haakon (County)
6443ad7adaa2a85b35537a11	DR-4664-SD	4664	SD	Severe Storm	SEVERE STORM, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-06-11T00:00:00.000Z	46	071	Jackson (County)
6443ad7adaa2a85b35537a12	DR-4664-SD	4664	SD	Severe Storm	SEVERE STORM, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-06-11T00:00:00.000Z	46	075	Jones (County)
6443ad7adaa2a85b35537a13	DR-4664-SD	4664	SD	Severe Storm	SEVERE STORM, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-06-11T00:00:00.000Z	46	089	McPherson (County)
6443ad7adaa2a85b35537a14	DR-4664-SD	4664	SD	Severe Storm	SEVERE STORM, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-06-11T00:00:00.000Z	46	115	Spink (County)
6443ad7adaa2a85b35537a15	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	003	Antelope (County)
6443ad7adaa2a85b35537a16	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	011	Boone (County)
6443ad7adaa2a85b35537a17	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	021	Burt (County)
6443ad7adaa2a85b35537a18	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	027	Cedar (County)
6443ad7adaa2a85b35537a19	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	039	Cuming (County)
6443ad7adaa2a85b35537a1a	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	041	Custer (County)
6443ad7adaa2a85b35537a1b	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	051	Dixon (County)
6443ad7adaa2a85b35537a1c	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	071	Garfield (County)
6443ad7adaa2a85b35537a1d	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	077	Greeley (County)
6443ad7adaa2a85b35537a1e	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	089	Holt (County)
6443ad7adaa2a85b35537a1f	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	107	Knox (County)
6443ad7adaa2a85b35537a20	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	113	Logan (County)
6443ad7adaa2a85b35537a21	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	139	Pierce (County)
6443ad7adaa2a85b35537a22	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	143	Polk (County)
6443ad7adaa2a85b35537a23	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	163	Sherman (County)
6443ad7adaa2a85b35537a24	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	173	Thurston (County)
6443ad7adaa2a85b35537a25	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	175	Valley (County)
6443ad7adaa2a85b35537a26	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	179	Wayne (County)
6443ad7adaa2a85b35537a27	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	183	Wheeler (County)
6443ad7adaa2a85b35537a28	DR-4662-NE	4662	NE	Severe Storm	SEVERE STORMS AND STRAIGHT-LINE WINDS	2022-05-12T00:00:00.000Z	31	185	York (County)
6443ad7adaa2a85b35537a29	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	001	Adams (County)
6443ad7adaa2a85b35537a2a	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	003	Barnes (County)
6443ad7adaa2a85b35537a2b	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	007	Billings (County)
6443ad7adaa2a85b35537a2c	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	009	Bottineau (County)
6443ad7adaa2a85b35537a2d	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	013	Burke (County)
6443ad7adaa2a85b35537a2e	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	019	Cavalier (County)
6443ad7adaa2a85b35537a2f	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	021	Dickey (County)
6443ad7adaa2a85b35537a30	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	023	Divide (County)
6443ad7adaa2a85b35537a31	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	025	Dunn (County)
6443ad7adaa2a85b35537a32	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	031	Foster (County)
6443ad7adaa2a85b35537a33	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	033	Golden Valley (County)
6443ad7adaa2a85b35537a34	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	035	Grand Forks (County)
6443ad7adaa2a85b35537a35	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	037	Grant (County)
6443ad7adaa2a85b35537a36	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	039	Griggs (County)
6443ad7adaa2a85b35537a37	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	041	Hettinger (County)
6443ad7adaa2a85b35537a38	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	043	Kidder (County)
6443ad7adaa2a85b35537a39	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	045	LaMoure (County)
6443ad7adaa2a85b35537a3a	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	047	Logan (County)
6443ad7adaa2a85b35537a3b	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	049	McHenry (County)
6443ad7adaa2a85b35537a3c	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	051	McIntosh (County)
6443ad7adaa2a85b35537a3d	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	053	McKenzie (County)
6443ad7adaa2a85b35537a3e	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	055	McLean (County)
6443ad7adaa2a85b35537a3f	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	061	Mountrail (County)
6443ad7adaa2a85b35537a40	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	063	Nelson (County)
6443ad7adaa2a85b35537a41	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	065	Oliver (County)
6443ad7adaa2a85b35537a42	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	067	Pembina (County)
6443ad7adaa2a85b35537a43	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	071	Ramsey (County)
6443ad7adaa2a85b35537a44	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	073	Ransom (County)
6443ad7adaa2a85b35537a45	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	075	Renville (County)
6443ad7adaa2a85b35537a46	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	077	Richland (County)
6443ad7adaa2a85b35537a47	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	079	Rolette (County)
6443ad7adaa2a85b35537a48	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	081	Sargent (County)
6443ad7adaa2a85b35537a49	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	091	Steele (County)
6443ad7adaa2a85b35537a4a	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	093	Stutsman (County)
6443ad7adaa2a85b35537a4b	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	095	Towner (County)
6443ad7adaa2a85b35537a4c	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	097	Traill (County)
6443ad7adaa2a85b35537a4d	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	099	Walsh (County)
6443ad7adaa2a85b35537a4e	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	101	Ward (County)
6443ad7adaa2a85b35537a4f	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	103	Wells (County)
6443ad7adaa2a85b35537a50	DR-4660-ND	4660	ND	Severe Storm	SEVERE WINTER STORM AND FLOODING	2022-04-22T00:00:00.000Z	38	105	Williams (County)
6443ad7adaa2a85b35537a51	DR-4658-MN	4658	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-08T00:00:00.000Z	27	001	Aitkin (County)
6443ad7adaa2a85b35537a52	DR-4658-MN	4658	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-08T00:00:00.000Z	27	011	Big Stone (County)
6443ad7adaa2a85b35537a53	DR-4658-MN	4658	MN	Severe Storm	SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING	2022-05-08T00:00:00.000Z	27	021	Cass (County)
